ruc;razón_social;estado;condicion;latitud;longitud;tipo_empresa;locales;oportunidad;estado;oportunidad;
20409260030;VARSITY E.I.R.L.;ACTIVO;NO HABIDO;-12.0297;-77.01;;9; ; ;Decil 2;176
20518686179;INVERSIONES MUNDO MARINO SOCIEDAD ANONIMA CERRADA;SUSPENSION TEMPORAL;NO HABIDO;-12.0844;-77.0303;;9; ; ;Decil 2;177
20601473471;KENZO Y CIA S.A.C.;SUSPENSION TEMPORAL;HABIDO;-12.0589;-77.0461;;9; ; ;Decil 2;178
20402173476;CARRION INVERSIONES S.A.;SUSPENSION TEMPORAL;HABIDO;-12.03;-77.0575;;9; ; ;Decil 2;179
20601704901;ABELNOR S.A.C.;ACTIVO;HABIDO;-12.0589;-77.0461;;9; ; ;Decil 2;180
20601337755;MAKER SERVICES SOCIEDAD ANONIMA CERRADA - MAKER SERVICES S.A.C.;ACTIVO;HABIDO;-12.0917;-77.0672;;9;Validado;Vigente;Decil 2;181
20522942317;GYM MEGA FORCE EIRL;ACTIVO;HABIDO;-12.0297;-77.01;MEDIANA EMPRESA;9; ; ;Decil 2;182
20602222269;CENTRO DE CAPACITACION Y ACTUALIZACION PROFESIONAL MULTIDISCIPLINARIA S.A.C.;ACTIVO;HABIDO;-12.0756;-77.0433;;9; ; ;Decil 2;183
20602031030;EXPRESO ROJAS ROJITAS SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.065;-77.0308;;9; ; ;Decil 2;184
20544231791;VICTORIA DEL ORIENTE SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;185
20507321853;PRIME FISHMEAL S.A.C.;ACTIVO;HABIDO;-12.0781;-77.0625;;9; ; ;Decil 2;186
20601857457;TRANSPORTES LOGISTICOS Y TURISTICOS SEÑOR DE LUREN EXPRESS E.I.R.L.;ACTIVO;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;187
20554653805;ALCIMAR TOURS S.R.L.;ACTIVO;HABIDO;-12.065;-77.0308;;9; ; ;Decil 2;188
20516326213;ETAO CONTRATISTAS MINEROS S.A.C.;ACTIVO;HABIDO;-12.0756;-76.9936;;9; ; ;Decil 2;189
20511518793;INVERSIONES SAN MARIN S.A.C;ACTIVO;HABIDO;-12.0781;-76.9167;;9; ; ;Decil 2;190
20515711776;VMJ MARKETING SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.0978;-77.0272;;9; ; ;Decil 2;191
20388082144;LOS ALAMOS MACHINES INVESTMENTS S.A.;ACTIVO;HABIDO;-11.9914;-77.0708;MEDIANA EMPRESA;9; ; ;Decil 2;192
20506741930;CORPORACION DE GRANJAS DEL PERU SAC;ACTIVO;HABIDO;-11.9914;-77.0708;PEQUEÑA EMPRESA;9; ; ;Decil 2;193
20506160961;QUIMISOL INGENIEROS SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.145;-77.005;PEQUEÑA EMPRESA;9; ; ;Decil 2;194
20424721400;ESKE CORPORATION S.A.C.;ACTIVO;HABIDO;-12.1186;-77.0217;PEQUEÑA EMPRESA;9; ; ;Decil 2;195
20509042617;EMPRESA EDUCATIVA BELLO HORIZONTE SOCIEDAD ANONIMA CERRADA;SUSPENSION TEMPORAL;HABIDO;-12.0297;-77.01;;9; ; ;Decil 2;196
20174810703;EMP.DE TRANSPORTES TURISMO COCHACHI SCRL;ACTIVO;NO HABIDO;-12.0264;-76.9214;;9; ; ;Decil 2;197
20186920741;GRUPO M & R S.R.LTDA.;SUSPENSION TEMPORAL;NO HABIDO;-12.0756;-76.9936;;9; ; ;Decil 2;198
20103081603;CARGUEROS TERRESTRES E.I.R.L. CARTER;ACTIVO;HABIDO;-12.0453;-77.0308;MEDIANA EMPRESA;9; ; ;Decil 2;199
20509335711;CENTRO TECNOLOGICO LATINOAMERICANO MINE RO Y MECANICO GLOBAL MINING SOCIEDAD COMERCIAL DE RESPONSABI;ACTIVO;HABIDO;-12.0297;-77.01;;9; ; ;Decil 2;200
20373572781;CERRAJERIA GALINDO E.I.R.L.;ACTIVO;HABIDO;-12.1769;-77.0164;;9; ; ;Decil 2;201
20503283761;F & F CONSORCIO VETERINARIO SOCIEDAD ANONIMA CERRADA - F & F CONVET S.A.C.;ACTIVO;HABIDO;-12.0264;-76.9214;;9; ; ;Decil 2;202
20262895646;CASAMAR S.A.C.;ACTIVO;HABIDO;-12.145;-77.005;;9; ; ;Decil 2;203
20102067313;DIEGAL S.A.C.;ACTIVO;HABIDO;-12.0922;-77.0794;PEQUEÑA EMPRESA;9; ; ;Decil 2;204
20426838924;TURISMO OXABUSS E.I.R.L.;ACTIVO;HABIDO;-12.065;-77.0308;;9; ; ;Decil 2;205
20510616678;GOLDEN ENTERPRISE S.A.C;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;206
20430995821;PERUVIAN MEL IMPORT SOC. ANON. CERRADA;ACTIVO;HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;207
20125385886;CENTRO DE EDUCACION OCUPACIONAL DE GESTION NO ESTATAL CESCA;ACTIVO;HABIDO;-12.0589;-77.0461;;9; ; ;Decil 2;208
20381032702;COLEGIO TECNOLOGO MEDICO DEL PERU;ACTIVO;HABIDO;-12.0844;-77.0303;PEQUEÑA EMPRESA;9;Validado;Baja;Decil 2;209
20172111883;EMPRESA DE TRANSPORTES TURISMO HUARAL SA;ACTIVO;HABIDO;-12.0422;-77.0269;;9; ; ;Decil 2;210
20467489055;TRANSPORTES JACANBUS S.A.C.;ACTIVO;NO HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;211
20131082771;EMPRESA DE TRANSPORTES EL EXPRESO SOCIEDAD ANONIMA CERRADA;SUSPENSION TEMPORAL;NO HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;212
20510027761;CUADROS BILL E.I.R.L.;ACTIVO;HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;213
20507812245;COSMETICOS ALICE'S SAC;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;214
20295693712;INCHE S.A;ACTIVO;HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;215
20512855734;EL PARAISO DE LOS BEBES S.A.C.;ACTIVO;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;216
20513058331;G&M TECHNOLOGY SOCIEDAD ANONIMA CERRADA - G&M TECHNOLOGY SAC;ACTIVO;NO HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;217
20383961026;E E S.R.LTDA;ACTIVO;HABIDO;-12.1217;-77.0292;PEQUEÑA EMPRESA;9;Validado;Vigente;Decil 2;218
20513031051;CONSORCIO MEGAFOX SAC;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;219
20510027761;CUADROS BILL E.I.R.L.;ACTIVO;HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;220
20507812245;COSMETICOS ALICE'S SAC;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;221
20295693712;INCHE S.A;ACTIVO;HABIDO;-12.0453;-77.0308;;9; ; ;Decil 2;222
20500033704;CORPORACION MEGATOP S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;223
20338838621;LINO´S TOY SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - LINO´S TOY S.R.L.;ACTIVO;HABIDO;-12.065;-77.0308;MEDIANA EMPRESA;9;Validado;Vigente;Decil 2;224
20509550795;INKABOLT SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.145;-77.005;PEQUEÑA EMPRESA;9; ; ;Decil 2;225
20512855734;EL PARAISO DE LOS BEBES S.A.C.;ACTIVO;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;9; ; ;Decil 2;226
20509460532;LIDERCON PERU SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.2133;-76.9372;PEQUEÑA EMPRESA;9; ; ;Decil 2;227
20605628282;CORPORACION GAVY E.I.R.L.;ACTIVO;HABIDO;-12.065;-77.0308;;8; ; ;Decil 2;228
20612152471;GRUPO GUESS PERU S.R.L.;ACTIVO;HABIDO;-12.1217;-77.0292;;8; ; ;Decil 2;229
20603645805;MODELLA GROUP PERU S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;PEQUEÑA EMPRESA;8; ; ;Decil 2;230
20606652420;JUCAR IMPORTACIONES SOCIEDAD ANONIMA;SUSPENSION TEMPORAL;HABIDO;-12.1217;-77.0292;PEQUEÑA EMPRESA;8; ; ;Decil 2;231
20605781871;IMPORTACION REVIGRAF S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;232
20611071788;CORPORATION GREEN LAND S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;PEQUEÑA EMPRESA;8; ; ;Decil 2;233
20605952446;BJR IMPORT EXPORT S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;234
20605731431;CONSTRUCTORA INMOBILIARIA INKA DE AMERICA S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;MEDIANA EMPRESA;8; ; ;Decil 2;235
20608579509;CORPORACION FAJIM E.I.R.L.;SUSPENSION TEMPORAL;HABIDO;-12.0917;-77.0672;PEQUEÑA EMPRESA;8; ; ;Decil 2;236
20609161575;CORPORATIVO CARMAFRANK SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.145;-77.005;;8; ; ;Decil 2;237
20609525500;CONSORCIO FOOD SOLUTIONS SERVICIOS INTEGRALES;SUSPENSION TEMPORAL;NO HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;238
20608893050;INVERSIONES FARMANOR S.A.C.;ACTIVO;HABIDO;-11.8667;-77.0769;PEQUEÑA EMPRESA;8; ; ;Decil 2;239
20603324006;AMPER VIP S.A.C.;ACTIVO;HABIDO;-11.8667;-77.0769;;8; ; ;Decil 2;240
20607589101;GRUPO ALACHE S.A.C.;ACTIVO;HABIDO;-11.9914;-77.0708;;8; ; ;Decil 2;241
20610801979;AUTOMOTRIZ EDITH EXPRESS S.A.C.;ACTIVO;HABIDO;-12.03;-77.0575;PEQUEÑA EMPRESA;8; ; ;Decil 2;242
20604371989;UNIT FOOD HEALTH S.A.C.;ACTIVO;HABIDO;-12.1769;-77.0164;PEQUEÑA EMPRESA;8; ; ;Decil 2;243
20608549154;CONSORCIO GRACIANO EXPRESS S.A.C.;ACTIVO;HABIDO;-11.5631;-77.2706;PEQUEÑA EMPRESA;8; ; ;Decil 2;244
20606003782;4 POINTS S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;;8; ; ;Decil 2;245
20608737431;BONANZA CULINARY S.A.C.;ACTIVO;HABIDO;-12.0781;-76.9167;PEQUEÑA EMPRESA;8; ; ;Decil 2;246
20606046619;TMX PERU SOCIEDAD DE RESPONSABILIDAD LIMITADA - TMX PERU S.R.L.;ACTIVO;HABIDO;-12.0978;-77.0272;PEQUEÑA EMPRESA;8; ; ;Decil 2;247
20610771085;VITERRA AGRICULTURE PERU SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.0917;-77.0672;;8; ; ;Decil 2;248
20607807362;AGRITEP PERU S.A.C.;ACTIVO;HABIDO;-11.9914;-77.0708;PEQUEÑA EMPRESA;8; ; ;Decil 2;249
20604174121;TSV SPORTS SOCIEDAD ANONIMA CERRADA - TSV SPORTS S.A.C.;ACTIVO;HABIDO;-11.9914;-77.0708;;8; ; ;Decil 2;250
20610035800;GROUP FAJAS QUALITY MODA S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;251
20604894043;INDUSTRIA TEXTIL P & A S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;252
20603568223;CREDITOS E INVERSIONES EL TESORO S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;253
20605602569;KAREDES S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;254
20607786012;TRANSPORTES MOTORSURE S.A.C.;ACTIVO;HABIDO;-12.0978;-77.0272;;8; ; ;Decil 2;255
20610051210;MIN DU SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-11.7592;-76.3006;;8; ; ;Decil 2;256
20609006928;JAKCARGA S.A.C;ACTIVO;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;257
20610688471;T-COPIA PUBLICITY E.I.R.L.;ACTIVO;HABIDO;-12.1072;-76.9989;;8;Validado;Vigente;Decil 2;258
20609938740;INVERSIONES OLSAN E.I.R.L;ACTIVO;HABIDO;-11.9572;-77.0494;PEQUEÑA EMPRESA;8; ; ;Decil 2;259
20608209361;INVERSIONES PABE S.A.C.;ACTIVO;HABIDO;-12.03;-77.0575;;8; ; ;Decil 2;260
20605230386;CHAM ASOCIADOS E.I.R.L.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;261
20609341867;PANADERIA Y PASTELERIA DELEITE S.A.C.;ACTIVO;HABIDO;-11.9572;-77.0494;PEQUEÑA EMPRESA;8; ; ;Decil 2;262
20605558152;GANG SPORT S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;;8; ; ;Decil 2;263
20608238388;GRUPO FERRETERO WINKELRRIED E.I.R.L.;ACTIVO;HABIDO;-12.1625;-76.9436;;8; ; ;Decil 2;264
20611677066;ANDES NUTRITION S.A.C.;ACTIVO;HABIDO;-12.0917;-77.0672;;8; ; ;Decil 2;265
20522018377;TEXTILES CERVANTES SOCIEDAD ANONIMA CERRADA - TEXTILES CERVANTES S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;266
20552280190;PHOTO GIFTS PERU E.I.R.L.;ACTIVO;HABIDO;-12.1072;-76.9989;;8; ; ;Decil 2;267
20601322481;"SABANAMAR PACIFICO SOCIEDAD ANONIMA CERRADA	 EN LIQUIDACION";ACTIVO;HABIDO;-12.0756;-77.0433;;8; ; ;Decil 2;268
20602562515;MADERERA TUMI S.A.C.;ACTIVO;HABIDO;-12.145;-77.005;;8; ; ;Decil 2;269
20551179002;COMERCIAL RODRIGO CASTILLO E.I.R.L.;ACTIVO;HABIDO;-12.065;-77.0308;;8; ; ;Decil 2;270
20543110877;IMPORTADORA ALHE SOCIEDAD ANONIMA CERRADA - IMPORTADORA ALHE S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;271
20543063429;IMPORT & EXPORT VADY INTERNATIONAL SOCIEDAD ANONIMA CERRADA IMPORT & EXPORT VADY INTERNATIONAL S.A.C;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;272
20562621050;AGNIRAMA SOCIEDAD ANONIMA CERRADA - AGNIRAMA S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;273
20536037269;UNDERGROUND T-SHIRTS S.A.C.;SUSPENSION TEMPORAL;HABIDO;-12.065;-77.0308;;8; ; ;Decil 2;274
20602554652;SUMAQ SPA S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;;8; ; ;Decil 2;275
20563285304;SOLUCIONES DE TERCERIZACION DEL PERU S.A.C.;ACTIVO;HABIDO;-12.0978;-77.0272;;8; ; ;Decil 2;276
20490176692;PATRON SANTIAGO SEGURIDAD PRIVADA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - PSSP S.R.L.;ACTIVO;HABIDO;-12.0922;-77.0794;;8; ; ;Decil 2;277
20558350475;ROYAL PACIFIC SOCIEDAD ANONIMA;ACTIVO;HABIDO;-12.0922;-77.0794;MEDIANA EMPRESA;8; ; ;Decil 2;278
20565608313;IMPORT EXPORT PERFECTA SOCIEDAD ANONIMA CERRADA - IMPORT EXPORT PERFECTA S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;279
20600364376;BRUNELLA HORNA CONFECCIONES E.I.R.L.;ACTIVO;HABIDO;-12.065;-77.0308;;8; ; ;Decil 2;280
20548881472;JHIRE NEGOCIOS TEXTILES SOCIEDAD ANONIMA CERRADA - JHIRE NEGOCIOS TEXTILES S.A.C.;ACTIVO;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;281
20563220865;KIKIN EMPRESARIAL E.I.R.L.;ACTIVO;HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;282
20554389946;CORPORACION ROS´S S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;283
20546196691;CORPORACION A & S COSECHA S.A.C.;SUSPENSION TEMPORAL;HABIDO;-12.0844;-77.0303;;8; ; ;Decil 2;284
20601106711;CHINA LITAI IMPORT & EXPORT E.I.R.L.;ACTIVO;HABIDO;-12.0922;-77.0794;;8; ; ;Decil 2;285
20536272349;INVERSIONES BUEN PASTOR-J S.R.L.;ACTIVO;HABIDO;-12.0439;-76.9714;;8; ; ;Decil 2;286
20555584777;JUNEFIELD METAL DEVELOPMENT S.A.C.;ACTIVO;HABIDO;-12.0978;-77.0272;PEQUEÑA EMPRESA;8; ; ;Decil 2;287
20552705387;KAMEDIXI E.I.R.L.;ACTIVO;HABIDO;-12.0917;-77.0672;PEQUEÑA EMPRESA;8; ; ;Decil 2;288
20545729645;J & J MILLER S.A.C.;ACTIVO;HABIDO;-12.145;-77.005;PEQUEÑA EMPRESA;8; ; ;Decil 2;289
20523577485;RUNANCHIS S.A.C.;ACTIVO;HABIDO;-12.1186;-77.0217;;8; ; ;Decil 2;290
20531740786;DISTRIBUIDORA Y COMERCIALIZADORA VIRGEN DE LA PUERTA S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;PEQUEÑA EMPRESA;8; ; ;Decil 2;291
20540063908;GREEN PROJECT ASESORES & CONSULTORES S.A.C.;ACTIVO;HABIDO;-12.1625;-76.9436;PEQUEÑA EMPRESA;8; ; ;Decil 2;292
20229035780;GROUP TAM & CHEN S.A.C.;SUSPENSION TEMPORAL;NO HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;293
20600645685;PUGAROCHA WORLD TRADE CORPORATION S.A.C.;ACTIVO;HABIDO;-12.1636;-76.9636;;8; ; ;Decil 2;294
20555172746;COMPAÑIA CONSTRUCTORA E INMOBILIARIA BUENOS AIRES S.A.C.;ACTIVO;HABIDO;-12.0922;-77.0794;PEQUEÑA EMPRESA;8; ; ;Decil 2;295
20531904649;INVERSIONES LAM E.I.R.L.;ACTIVO;HABIDO;-12.0781;-76.9167;PEQUEÑA EMPRESA;8; ; ;Decil 2;296
20392925482;WMAYBEN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - WMAYBEN E.I.R.L.;ACTIVO;HABIDO;-11.9914;-77.0708;PEQUEÑA EMPRESA;8; ; ;Decil 2;297
20550285917;GALMAN CORP S.A.C;SUSPENSION TEMPORAL;HABIDO;-12.3336;-76.8242;;8; ; ;Decil 2;298
20601321620;COSTANERA GROUP S.A.C.;ACTIVO;HABIDO;-12.145;-77.005;;8; ; ;Decil 2;299
20542136384;CORPORACION CMR TRANSPORTES COMUNICACIONES Y MULTISERVICIOS E.I.R.L. - CORPORACION CMR E.I.R.L.;ACTIVO;HABIDO;-11.8667;-77.0769;;8; ; ;Decil 2;300
20568521740;GENERACION HUANCA E.I.R.L.;ACTIVO;HABIDO;-12.2747;-76.8703;PEQUEÑA EMPRESA;8; ; ;Decil 2;301
20492497992;PROFESIONALES DE SEGURIDAD SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.2133;-76.9372;;8; ; ;Decil 2;302
20543892565;M & MARROT SERVICIOS Y REPRESENTACIONES S.A.C.;ACTIVO;HABIDO;-11.9914;-77.0708;;8; ; ;Decil 2;303
20557338056;TRANSPORTES CONTINENTAL TRAVEL S.A.C.;SUSPENSION TEMPORAL;HABIDO;-11.9358;-76.6972;;8; ; ;Decil 2;304
20455169977;MACROSS INGENIERIA Y SERVICIOS S.A.C.;ACTIVO;HABIDO;-12.1872;-76.8667;;8; ; ;Decil 2;305
20563734389;TRANSPACIFICO-WARI S.A.C.;ACTIVO;HABIDO;-11.9358;-76.6972;;8; ; ;Decil 2;306
20600072758;RED EYE SUPPLY E.I.R.L.;ACTIVO;HABIDO;-12.145;-77.005;;8; ; ;Decil 2;307
20550368618;TRANSPORTES RAULCHAC S.A.C.;ACTIVO;HABIDO;-12.0439;-76.9714;;8; ; ;Decil 2;308
20600240537;EMPRESA DE TRANSPORTES Y TURISMO EXPRESS VENEGAS SOCIEDAD ANONIMA CERRADA - EMTRAVEC S.A.C.;ACTIVO;HABIDO;-12.03;-77.0575;;8; ; ;Decil 2;309
20445794725;TELECOMUNICACIONES TELCHIM S.A.C.;ACTIVO;HABIDO;-12.2133;-76.9372;PEQUEÑA EMPRESA;8; ; ;Decil 2;310
20556818569;INVERSIONES LA PERLA MR S.A.C.;ACTIVO;HABIDO;-12.2133;-76.9372;;8; ; ;Decil 2;311
20602603696;SHIMA SERVICE S.R.L.;ACTIVO;HABIDO;-12.03;-77.0575;PEQUEÑA EMPRESA;8; ; ;Decil 2;312
20400589314;PROCANING S.R.LTDA.;ACTIVO;HABIDO;-12.0264;-76.9214;PEQUEÑA EMPRESA;8; ; ;Decil 2;313
20563269368;MULTIMARCA PUMA E.I.R.L.;ACTIVO;NO HABIDO;-12.0781;-76.9167;;8; ; ;Decil 2;314
20555009241;COBROSUR S.A.C.;SUSPENSION TEMPORAL;NO HABIDO;-11.9972;-77.0547;;8; ; ;Decil 2;315
20549076212;OLVI GLOBAL COMPANY SOCIEDAD ANONIMA CERRADA - OLGLOCOSAC;ACTIVO;HABIDO;-12.0978;-77.0272;PEQUEÑA EMPRESA;8; ; ;Decil 2;316
20602593046;DIVEMODA SOCIEDAD ANONIMA CERRADA - DIVEMODA S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;317
20563484501;BREDZCA S.A.C. - BREDZCA;SUSPENSION TEMPORAL;HABIDO;-12.0844;-77.0303;;8; ; ;Decil 2;318
20554599240;RUWANA CENTRO SOCIEDAD ANONIMA CERRADA - RUWANA CENTRO S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;PEQUEÑA EMPRESA;8; ; ;Decil 2;319
20550990904;PERUVIAN FLOORING S.A.C.;ACTIVO;HABIDO;-12.1217;-77.0292;PEQUEÑA EMPRESA;8; ; ;Decil 2;320
20601700124;DISTRIBUIDORA MAGEPI S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;321
20550994136;PERUVIAN CLOTHING INDUSTRY S.A.C. - PERUVIAN CLOTHING IND S.A.C.;ACTIVO;HABIDO;-12.0297;-77.01;PEQUEÑA EMPRESA;8; ; ;Decil 2;322
20602519687;VALER & RENG S.A.;ACTIVO;HABIDO;-12.03;-77.0575;;8; ; ;Decil 2;323
20537121778;LAS CAXAMARQUINA'S S.A.C.;ACTIVO;HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;324
20518052081;JIMADU E.I.R.L.;ACTIVO;HABIDO;-12.0922;-77.0794;;8; ; ;Decil 2;325
20601425255;FORTECH FRANQUICIAS SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.1769;-77.0164;;8; ; ;Decil 2;326
20600513339;XTREME BAR & MAS EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;ACTIVO;HABIDO;-12.1769;-77.0164;;8; ; ;Decil 2;327
20524375479;CURVA DEL SOL S.A.C.;ACTIVO;HABIDO;-11.9972;-77.0547;;8; ; ;Decil 2;328
20601291143;INVERSIONES PAN DE ANGEL E.I.R.L.;SUSPENSION TEMPORAL;HABIDO;-12.0756;-76.9936;;8; ; ;Decil 2;329
20100073481;EUROVAC PERUANA S.A.;ACTIVO;HABIDO;-12.03;-77.0575;;8; ; ;Decil 2;330
20544925530;MULTY STORE SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.0297;-77.01;;8; ; ;Decil 2;331
20566082498;INVERSIONES MAMGROUP S.A.C.;ACTIVO;HABIDO;-11.9914;-77.0708;;8; ; ;Decil 2;332
20543699641;NEW CAR IMPORT S.A.C;SUSPENSION TEMPORAL;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;333
20553867810;TRANSPORTES Y TURISMO VICHAMA SOCIEDAD ANONIMA CERRADA;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;334
20287303492;FERRETERIA Y REPRESENTACIONES UNION EIRL;ACTIVO;HABIDO;-12.0453;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;335
20602063608;EXPORTADORA TIERRAS DEL NORTE E.I.R.L.;SUSPENSION TEMPORAL;HABIDO;-12.1636;-76.9636;;8; ; ;Decil 2;336
20526355432;INTERNACIONAL CHALLENGERS SOCIEDAD ANONIMA CERRADA;ACTIVO;NO HABIDO;-11.9572;-77.0494;;8; ; ;Decil 2;337
20521098768;REPRESENTACIONES KYTZIA E.I.R.L. - KYTZIA E.I.R.L.;ACTIVO;NO HABIDO;-12.0781;-76.9167;;8; ; ;Decil 2;338
20602149138;INVERSIONES ADRIAC S.A.C.;ACTIVO;NO HABIDO;-12.03;-77.0575;;8; ; ;Decil 2;339
20563325373;ADJ GROUP S.A.C.;ACTIVO;NO HABIDO;-12.0781;-77.0625;;8; ; ;Decil 2;340
20544979541;LINEA INTERNACIONAL DE TRANSPORTE Y CARGO EN BUS S.A.C. - LITBUS CARGO S.A.C.;SUSPENSION TEMPORAL;NO HABIDO;-12.03;-77.0575;;8; ; ;Decil 2;341
20521418347;ALL SPORTS S.A.C.;SUSPENSION TEMPORAL;NO HABIDO;-12.0297;-77.01;;8; ; ;Decil 2;342
20537490625;INVERSIONES ICE CREAM J.E. S.A.C.;ACTIVO;NO HABIDO;-12.0453;-77.0308;;8; ; ;Decil 2;343
20601951836;CORPORACION MEGA PAPER S.A.C. - MEGA PAPER S.A.C.;ACTIVO;NO HABIDO;-12.0589;-77.0461;PEQUEÑA EMPRESA;8; ; ;Decil 2;344
20523297288;COOPERATIVA DE SERVICIOS ESPECIALES FUTURA LTDA;SUSPENSION TEMPORAL;HABIDO;-12.0756;-77.0433;;8; ; ;Decil 2;345
20601083516;FRUTA DE BRASIL S.A.C.;ACTIVO;HABIDO;-12.0589;-77.0461;;8; ; ;Decil 2;346
20520622765;BEKAP PERU S.A.C;ACTIVO;HABIDO;-12.0781;-77.0625;;8; ; ;Decil 2;347
20600731239;INTERNACIONAL CRUCERO SOCIEDAD ANONIMA CERRADA - INTERNACIONAL CRUCERO S.A.C.;ACTIVO;HABIDO;-12.065;-77.0308;PEQUEÑA EMPRESA;8; ; ;Decil 2;348
20530944817;DIRECCION REGIONAL DE AGRICULTURA DE LIMA;ACTIVO;HABIDO;-11.1081;-77.6103;;8; ; ;Decil 2;349
20600863852;SOLUTIONS GASTRONOMIQUES INTEGRALES S.A.C.;ACTIVO;HABIDO;-12.1072;-76.9989;PEQUEÑA EMPRESA;8; ; ;Decil 2;350
